"gene_id","F1_1_1","F1_2_1","F1_3_1","F4_2_1","F4_3","F4_6_1","F5_1_1","F5_2_1","F5_3_1","M1_1","M1_4_1","M1_7","M4_12","M4_6_1","M4_9","anno_chr","anno_start","anno_end"
"grin1a",7967,5895,12248,21338,27981,14507,4280,1443,2655,53075,50265,41625,11195,10795,34164,"chr21","11468601","11501324"
"ddb1",7619,7118,7646,27567,15735,38484,6458,4854,4665,14205,15146,14347,25450,22063,30663,"chr18","50826591","50839096"
"wnt11",355,208,188,563,301,586,184,104,147,342,500,410,357,283,801,"chr10","32104343","32123203"
"slc43a1b",0,15,24,25,25,0,4,0,3,12,36,3,0,0,13,"chr1","44591492","44637932"
"slc43a1a",0,0,6,0,0,0,12,0,2,2,0,5,0,0,40,"chr14_KZ115441v1_alt|chr14","258615|22076596","280030|22098011"
"fxyd6l",423,194,489,156,408,200,328,77,207,512,357,307,0,187,64,"chr16","24601140","24642866"
"kmo",8,5,29,119,20,0,0,0,4,18,8,16,0,0,8,"chr13","42272515","42306348"
"hoxd11a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr9","1975818","1978090"
"kbtbd4",203,118,117,81,173,424,107,92,57,463,533,459,27,126,212,"chr18|chr18_KZ115559v1_alt","20482369|75776","20489363|81386"
"btbd9",1198,1102,1391,2552,2100,2607,1020,295,560,3281,3089,2857,1813,2142,2571,"chr13","44763835","44782415"
"pcolce2b",1279,994,1287,2341,2798,1702,816,453,452,2826,4002,2385,1013,932,1845,"chr24","5871589","5889763"
"foxg1b",302,180,382,1003,177,308,43,44,54,659,981,678,172,101,168,"chr11","43114108","43116250"
"btbd7",177,42,155,273,101,358,89,20,12,588,623,697,647,32,640,"chr20","27114874","27152495"
"zgc:112285",17,32,8,98,51,103,0,0,0,75,40,39,0,8,0,"chr12","35051665","35054357"
"si:dkey-71l1.1",240,401,175,257,295,552,353,165,136,502,482,412,175,343,269,"chr5","57693471","57715230"
"si:dkey-40c11.1",162,133,92,22,183,120,77,16,82,971,812,603,129,139,488,"chr5","43617262","43682930"
"kcnh1a",108,53,128,138,56,333,37,24,23,346,370,248,0,86,207,"chr17","25677498","25765839"
"si:dkey-114g7.4",1131,922,1374,2312,1912,1893,720,379,450,3036,3044,2574,2472,2040,2683,"chr15","14592624","14600296"
"kcnh1b",137,145,29,185,60,91,85,8,10,171,78,50,201,167,58,"chr22","37902976","37952513"
"tfr1b",273,92,450,52,389,227,282,18,102,2172,1459,424,0,203,382,"chr24_KZ115714v1_alt|chr24","155481|26017094","169654|26031246"
"tfr1a",30,3,35,19,5,119,258,0,0,310,293,165,180,60,46,"chr2","4849763","4867975"
"pts",83,0,36,15,63,74,4,53,42,247,230,141,0,63,54,"chr12","311966","314992"
"ostc",576,397,500,108,389,305,439,338,298,1331,875,588,293,138,165,"chr7","59169139","59176338"
"rpp14",1048,1157,1311,2144,1675,1610,2354,667,958,2175,1473,1518,825,1533,2171,"chr22","10158463","10164865"
"atmin",142,95,209,92,124,52,68,116,32,961,614,463,0,0,101,"chr18","29950233","29955391"
"si:ch211-212d10.2",291,288,246,121,422,306,138,218,150,1055,936,636,109,100,662,"chr22","18488031","18491777"
"trpc2b",0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,"chr21","30746348","30765533"
"rabl2",35,74,31,105,133,81,41,12,17,298,139,114,0,165,51,"chr18_KZ115540v1_alt","275282","286309"
"rabl3",137,195,298,179,219,380,210,25,140,387,346,261,0,303,259,"chr9","32649118","32652416"
"suz12a",946,693,1118,2008,1068,1722,571,231,211,1157,1325,1234,738,298,1241,"chr3","35850807","35864780"
"atp6v0b",1404,734,1208,708,1417,665,703,254,375,7827,5248,4837,761,347,1152,"chr2","33681202","33687214"
"atg4c",138,76,179,246,186,192,99,44,69,455,414,170,0,84,237,"chr6","32302072","32314913"
"or102-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr15","31462852","31463898"
"snx7",20,22,27,156,67,132,89,0,38,130,191,100,0,121,220,"chr24","30227951","30275308"
"snx6",3270,2471,5161,7823,3598,3187,2216,906,1755,3998,3588,4304,982,2174,2490,"chr17","9963431","9995667"
"snx5",582,498,741,783,662,754,336,288,262,1294,989,800,157,326,872,"chr13","33645425","33654884"
"snx4",1600,1334,1563,2379,1560,2064,1432,386,803,3468,3296,2363,1684,1214,2049,"chr9","38588091","38621202"
"tusc2b",1268,1161,1065,2693,2238,2663,1156,760,686,2246,2479,2193,2452,1698,3088,"chr22","10660136","10663643"
"tusc2a",790,583,868,655,557,549,628,553,703,845,752,753,0,461,760,"chr6","54117004","54126406"
"pde6c",13,34,57,59,37,92,31,169,24,87,27,38,144,30,11,"chr12","5129245","5154099"
"pde6a",47,12,49,71,36,346,44,369,15,55,141,36,0,125,93,"chr14","25005401","25034169"
"mkln1",1280,899,1585,1900,1643,1677,623,208,465,3695,3484,2826,1639,1050,2383,"chr4","11695985","11730753"
"vps72a",539,172,549,1120,759,1127,327,137,109,1090,1029,900,741,988,1908,"chr19","366225","371568"
"cops2",2368,1831,3233,2979,1904,2059,1790,1041,1361,3600,2705,2219,1531,1271,1817,"chr25","32366071","32381629"
"rpgrb",5980,8719,7590,11414,7469,8188,4501,3099,5345,7498,8510,4819,8736,5744,5466,"chr11","29770870","29790224"
"api5",2910,2452,3529,4810,4074,3925,2176,1309,1530,6109,5459,5027,4227,3039,4439,"chr25","30131045","30152213"
"abcg4b",41,101,51,21,105,159,62,0,33,154,195,78,0,29,0,"chr15","23487730","23508142"
"dhfr",62,76,108,145,115,104,109,72,40,245,158,96,0,44,168,"chr5","26138313","26145917"
"plscr3b",101,141,74,221,204,164,166,15,21,524,576,223,296,4,491,"chr7","26582356","26603470"
"mat1a",16,0,0,41,41,0,0,0,0,56,46,12,0,0,64,"chr13","18628907","18637151"
"dicer1",781,265,799,1261,674,1025,461,36,360,3125,2166,2089,925,538,631,"chr17","19419989","19463353"
"plscr3a",6,51,28,105,0,0,72,88,0,24,7,48,0,40,0,"chr5_KZ115112v1_alt|chr5","250995|24234466","255262|24238733"
"zgc:100951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr17","50048489","50054025"
"zgc:110286",29,0,4,0,24,0,13,0,0,16,0,0,0,0,0,"chr11","42478184","42481542"
"ppp1caa",633,637,676,1361,1260,1621,810,613,531,1396,2028,1409,1058,1086,1162,"chr3_KZ115070v1_alt|chr3","480357|30890428","499413|30909484"
"gas2l3",83,29,71,205,243,199,44,0,34,230,190,137,68,0,156,"chr4","1689312","1720648"
"spsb3a",497,227,951,166,484,607,469,151,280,1965,1594,1308,463,114,906,"chr3","16018200","16039587"
"zgc:123295",15,5,8,59,0,0,4,9,0,0,20,0,0,0,0,"chr3","21189782","21198736"
"zgc:123297",0,0,3,0,12,0,0,0,26,19,4,0,0,0,40,"chr3","19447001","19457775"
"zgc:123299",0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,"chr20","5132141","5138768"
"kat6a",9097,7408,12349,16633,13537,19308,7239,3236,4857,20416,21963,17595,13257,9289,16852,"chr5","14393063","14443124"
"si:ch211-198o12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr8","51341617","51349429"
"si:ch211-199g17.9",8,0,16,0,0,0,7,0,0,13,8,0,0,0,0,"chr19","43604256","43611880"
"si:ch211-284e20.8",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,"chr22","38229321","38240170"
"cxcl18b",54,40,19,33,37,69,324,79,15,141,76,18,190,220,157,"chr1","49222569","49225759"
"dnajc7",3139,2639,3525,5532,4946,5135,2677,1840,2036,9644,8683,6417,2954,2202,5418,"chr3","17878466","17909143"
"apip",889,517,1152,1269,1433,954,825,317,490,792,718,523,0,430,679,"chr7","49901483","49908518"
"kctd15b",172,211,197,536,236,375,81,214,128,306,318,353,545,402,352,"chrUn_KN150196v1","15481","63488"
"kctd15a",58,109,170,354,502,273,62,150,62,869,768,893,269,39,515,"chr25","20359911","20381271"
"desi1a",3870,2625,3083,2129,2787,1821,2105,1006,2310,8667,6872,6458,1018,471,1463,"chr3","24973025","24979949"
"ocstamp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr8_KZ115265v1_alt","71800","79516"
"sucla2",2186,1680,2711,3586,3035,3050,1566,954,1286,8094,5720,5630,2442,2466,5029,"chr6","10037273","10056640"
"katnb1",221,959,616,1227,930,1816,1210,625,822,1476,2261,1820,852,767,187,"chr7|chr7_KZ114893v1_alt","52159074|91571","52285332|117793"
"desi1b",0,0,0,0,0,95,16,0,0,8,2,46,0,0,0,"chr12|chr12_KZ115372v1_alt|chr12_KZ114926v1_alt","18895657|886336|110695","18898475|889154|113503"
"si:dkey-202l22.3",14,0,28,64,91,0,0,0,0,99,140,60,0,0,64,"chr15","11954351","11955485"
"chata",93,380,245,257,512,190,231,186,139,1907,1828,1449,305,333,863,"chr13","29409359","29420821"
"rhot1b",208,628,324,467,339,644,178,161,346,583,462,493,311,334,582,"chr6","18569417","18594859"
"zpld1a",0,0,8,0,0,0,16,0,0,46,9,4,0,0,0,"chr10","29112756","29120515"
"rhot1a",1779,1022,1824,2343,2476,2170,1094,882,656,4469,4363,3524,1107,1386,1451,"chr3","26288981","26319757"
"pdcd11",3559,4147,4317,6590,4597,9563,3357,1578,2352,3592,4725,4192,7496,4301,6066,"chr1","49435038","49481167"
"ankmy2a",445,302,407,1102,501,1230,370,244,197,1175,921,979,152,390,599,"chr15","34573311","34590820"
"agpat9l",24,37,0,33,21,0,20,24,0,28,0,7,0,36,0,"chr5_KZ114859v1_alt|chr5","10420|8919748","47193|8956521"
"aldh3a2a",190,162,169,312,247,365,125,24,68,495,444,107,0,156,480,"chr15","20830664","20839224"
"aldh3a2b",142,72,110,340,172,210,72,16,80,480,736,506,108,0,112,"chr21","39029713","39058490"
"ptgs2b",60,32,36,124,100,313,106,49,17,231,64,24,0,104,108,"chr20","34121823","34127397"
"ptgs2a",60,47,132,108,123,36,293,100,43,240,296,191,111,213,151,"chr2","20916497","20923864"
"zc2hc1a",587,46,840,271,1012,1279,426,176,274,1573,533,884,92,284,548,"chr24_KZ115711v1_alt|chr24","168951|22740497","185056|22756522"
"ifit8",0,0,17,0,0,45,28,9,0,76,0,20,0,0,34,"chr13","17695323","17697156"
"vhl",729,619,746,1608,1250,868,624,320,644,1304,1897,1360,923,1144,1584,"chr6","40451270","40455066"
"brpf1",1119,1312,1731,3058,2295,3359,586,232,250,1311,2575,2026,1421,1165,3147,"chr8","54135642","54145730"
"tspan4b",191,0,103,150,120,163,40,53,0,4,70,18,342,123,72,"chr3","32587010","32596394"
"tspan4a",1614,1687,2276,3150,2439,3877,986,1214,573,3587,4729,3822,3413,1760,3874,"chr18","50801307","50823469"
"tmem59",2880,2644,3189,5112,4935,3863,2283,1139,1294,6697,5958,5783,3424,3049,6766,"chr2","26612575","26620803"
"rxrbb",115,16,19,0,14,0,6,5,0,643,28,172,0,661,37,"chr16_KZ115496v1_alt|chr16","166151|18535688","194337|18568930"
"rxrba",385,110,683,401,754,666,309,178,195,2088,1998,1501,848,169,707,"chr19","7249041","7273005"
"si:ch211-222f23.6",0,0,10,0,11,0,14,0,40,33,22,36,0,0,8,"chr9","1485234","1499721"
"mxd3",26,19,57,175,319,97,54,66,28,246,247,113,633,112,362,"chr14","16069450","16082561"
"tmem53",684,527,748,640,1120,631,500,363,389,1213,1319,1090,946,394,923,"chr2","32846640","32850621"
"ssrp1a",838,794,586,2027,896,1931,606,541,434,755,1014,715,1161,800,1363,"chr14","21980446","22015326"
"zgc:111868",278,383,521,1479,460,368,289,277,291,358,603,525,20,660,1197,"chr12","42364157","42366520"
"sh2d3cb",202,564,717,109,420,533,307,316,134,921,1392,489,0,137,237,"chr5_KZ115158v1_alt","41807","71488"
"crkl",1937,1497,2629,2501,2400,3010,1729,483,1078,6279,5836,5069,1771,1771,3777,"chr21","18950575","18958079"
"ldhbb",1647,2826,2953,3369,5019,3862,1917,1021,1592,5637,7413,5301,3540,4033,8276,"chr25","3326920","3336587"
"ldhba",24171,15485,24607,53603,48680,60895,14362,9384,10298,62536,64700,59847,43071,30647,62596,"chr4","16829138","16835904"
"ppfia4",1232,1198,2043,2467,1800,4801,807,557,480,3897,2876,3328,3517,2798,3345,"chr11","22375177","22582127"
"zdhhc13",1500,722,2471,3431,4395,6542,1941,697,596,3953,3736,2668,1188,883,1591,"chr7","16509245","16546131"
"slc44a4",0,3,0,175,17,0,4,71,0,7,9,12,0,0,68,"chr19","949464","978005"
"mnat1",286,693,544,900,889,1052,421,376,298,973,1003,710,834,416,694,"chr13","31648301","31681951"
"si:ch211-110p13.9",99,118,484,120,519,282,70,172,12,651,174,209,362,537,83,"chr5","67268110","67274505"
"ora1",0,0,6,0,22,0,0,0,0,1,15,20,0,0,0,"chr22","208644","209741"
"ora2",5,0,18,0,9,0,0,0,0,27,5,0,0,0,142,"chr22","213650","214561"
"cyp4f3",20,85,69,57,129,0,20,53,0,113,83,77,0,0,121,"chr12","48559478","48580043"
"parp16",602,377,603,1390,859,1117,562,259,322,966,1101,981,1324,955,839,"chr25","31868316","31882617"
"pak2b",3220,3665,4157,8896,5785,12152,2446,1078,1384,6842,7185,6936,7707,6624,10563,"chr22","2897274","2929156"
"mhc1zea",124,177,122,31,88,60,170,16,82,246,244,114,0,0,0,"chr1","47116794","47122117"
"fstl5",594,461,632,1127,1598,1158,430,258,381,6080,4312,4276,1920,629,3188,"chr14","47004152","47314340"
"LOC100001444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr3|chr23|chr23_KZ115669v1_alt|chr2","49551244|13291222|353054|15585584","49555963|13295923|357755|15590327"
"fstl3",715,704,767,1288,361,1204,336,285,444,1252,1168,1038,2444,153,1680,"chr22","18884872","18893390"
"adgrl2b.1",968,1197,1403,3198,2252,2779,726,488,434,2996,3393,2757,2026,1180,3436,"chr2","1666580","1904551"
"amacr",57,24,43,0,54,83,27,0,13,42,138,56,0,0,0,"chr21","19418597","19441617"
"hdac11",177,253,188,313,304,287,210,171,243,663,643,385,315,303,327,"chr11","27133560","27197454"
"hdac10",782,770,672,1233,820,2073,1886,237,1348,2133,1011,859,2700,1001,1022,"chr25","5015035","5033064"
"ppp2r1ba",8000,5269,8463,10418,10823,13089,6041,1934,4432,36465,26782,24300,6678,5519,12533,"chr5","57773207","57798096"
"zgc:63972",5,5,0,0,14,0,0,0,0,0,0,10,0,0,0,"chr5_KZ115125v1_alt","616155","632693"
"skp2",19,16,36,5,9,0,12,48,9,23,20,23,36,0,0,"chr21_KZ114974v1_alt|chr21","487041|22347120","497908|22357987"
"pnrc1",80,0,77,135,120,68,20,0,14,341,335,215,0,76,180,"chr20","1121458","1125395"
"pnrc2",2636,2124,3458,2923,2762,2692,2237,1131,1400,8228,4587,2378,2046,1862,2107,"chr16_KZ115502v1_alt|chr16","119203|33101848","123032|33105677"
"ormdl1",497,304,415,628,735,324,482,110,165,1202,1209,926,125,142,507,"chr9","41025035","41034174"
"khdrbs1a",19782,14599,24777,45957,35281,47110,17531,7994,9035,57364,57074,50655,37907,31904,51867,"chr13","45009957","45022290"
"otud5b",90,122,125,420,263,364,90,94,75,378,305,306,315,239,409,"chr11|chr11_KZ115359v1_alt","25681332|295183","25689758|303609"
"otud5a",2789,2757,3069,7474,5321,8218,2693,1719,1824,4168,4747,4396,5405,6497,7793,"chr8","8860927","8922630"
"khdrbs1b",1587,1637,1925,3434,3242,2452,1179,420,845,10950,8945,6987,2590,2150,5961,"chr19","30351032","30359046"
"si:ch73-50f9.4",8,0,8,0,0,0,36,0,0,8,8,12,0,0,0,"chr17","50288691","50310972"
"scamp2l",15,5,44,135,11,112,95,0,28,61,104,83,0,51,0,"chr7","57088920","57106722"
"trpc3",520,308,524,1204,1581,2275,708,34,190,2147,1563,2594,397,1311,1805,"chr14","3411621","3465892"
"trpc1",1087,640,1332,1318,1199,1361,503,47,183,3786,3332,2243,990,640,1502,"chr24","5840733","5869437"
"nsmce1",102,82,115,114,114,52,124,0,132,235,112,73,352,103,0,"chr3","44062630","44077688"
"nsmce2",55,68,102,76,128,96,109,148,88,110,177,139,169,218,269,"chr16","25664086","25672485"
"hoxd12a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr9","1981882","1984604"
"aldh9a1a.2",0,9,18,0,0,0,0,0,0,4,0,6,0,0,0,"chr8","21082361","21091961"
"aldh9a1a.1",954,580,36,360,20,963,4,94,12,280,18,182,172,326,34,"chr8_KZ115257v1_alt|chr8","129586|21095128","139327|21103238"
"tenm4",1073,496,1503,2306,2398,1567,338,315,297,6726,5273,4900,3021,665,5250,"chr15","10002343","10455413"
"si:rp71-1h20.5",47,16,33,24,37,32,29,0,16,214,119,71,0,0,0,"chr21","2119563","2124497"
"dclre1c",936,770,621,1433,1426,1979,686,661,440,178,813,850,409,832,1121,"chr4|chr4_KZ114855v1_alt","9603306|27268","9609634|33596"
"pcdh20",12,29,52,49,37,0,16,0,20,251,123,84,0,0,20,"chr11|chr14","42914772|14568398","42918940|14573041"
"asic1a",203,92,230,261,293,411,71,0,41,2061,1466,1047,0,119,613,"chr8","6967258","7021972"
"mpeg1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr8_KZ115266v1_alt|chr8_KZ114899v1_alt|chr8","400568|154861|29655948","402791|157084|29658171"
"swsap1",18,12,84,16,129,0,16,29,48,48,78,92,0,0,140,"chr3","14565761","14571510"
"fgf8b",32,0,6,0,4,0,8,61,0,35,43,3,0,0,0,"chr1","31638274","31643502"
"asic1b",240,221,287,895,762,485,47,0,104,2228,2258,1821,486,138,1606,"chr22","7044621","7168571"
"bhlha15",0,0,8,0,3,60,0,0,29,53,79,35,0,0,0,"chr12","17754859","17756905"
"lias",6,14,0,5,11,28,7,16,11,21,12,11,468,0,961,"chr1|chr1_KZ115018v1_alt","23274732|10202","23283464|18934"
"manba",112,64,112,36,84,121,121,8,28,236,261,122,0,96,53,"chr13","11719706","11744098"
"fbxo11a",3409,3693,4499,7140,5591,9869,2699,1417,1236,7724,7313,6731,4683,4474,8515,"chr13","48385095","48431552"
"mrm3b",467,423,435,524,774,541,291,491,250,460,766,561,440,483,875,"chr21","39673178","39684781"
"si:dkey-30c15.13",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"chr18|chr18_KZ115540v1_alt","7395165|39103","7400086|44019"
"ampd1",142,627,601,1883,477,2886,452,313,273,510,388,364,2075,880,1201,"chr8","11080571","11111930"
"mrm3a",46,28,54,88,66,40,29,30,73,76,87,65,0,22,86,"chr15|chr15_KZ115479v1_alt","16185126|193695","16192211|200780"
"rs1a",519,149,454,269,152,232,213,4,77,387,315,278,228,0,52,"chr11","30244402","30252098"
"gadd45ba",4521,6325,5186,9534,8292,15250,7870,4512,3541,4364,8063,4892,11141,22101,16455,"chr11","6456146","6457747"
"slc18a3a",164,260,233,423,400,132,145,172,145,711,529,580,208,370,590,"chr13","29422049","29424454"
"srsf6a",9377,12298,13565,37908,19685,37393,7070,6112,5235,13751,16529,15899,21957,23047,31188,"chr23","4260487","4271984"
"srsf6b",5621,4383,7840,11625,11101,13653,4440,1664,2785,13060,13910,10911,9612,9169,18294,"chr11","1522198","1530865"
"slc18a3b",334,379,199,614,499,709,171,240,220,199,427,321,834,710,1830,"chr12","48958822","48960461"
"camkvb",487,205,528,430,470,438,89,3,122,2382,1473,190,522,398,64,"chr11_KZ115361v1_alt","188431","253487"
"si:dkey-30c15.10",16,58,68,60,16,76,38,29,44,182,32,104,0,41,72,"chr18","7427092","7447980"
"tax1bp1b",7587,6312,7643,15702,11504,17945,5091,3383,3759,17362,17112,15875,12156,10184,16460,"chr16","20805933","20870126"
"prpf3",211,343,167,514,210,483,296,114,381,443,585,518,52,73,281,"chr16_KZ115490v1_alt|chr16","81468|9432622","101722|9453573"
"rpe65b",20,80,27,0,64,82,2,2,14,60,32,0,0,0,26,"chr8_KZ115253v1_alt|chr8","41182|16688366","50728|16697912"
"grpel1",1243,1072,1457,1185,1410,1799,603,369,493,2924,2774,2548,1427,811,838,"chr7","39744244","39751529"
"grpel2",2433,2699,3117,5406,4344,6727,1918,1216,1013,7259,7999,5830,4922,4804,8228,"chr21","30409567","30415508"
"inhbaa",84,111,96,167,125,137,84,16,55,271,459,254,0,180,429,"chr24","3049646","3061966"
"zc3h7ba",263,333,533,1051,780,1692,346,202,40,699,2049,243,859,311,1095,"chr3","4458390","4501026"
"fbxo22",219,85,231,201,327,445,124,0,88,1186,1084,786,195,0,264,"chr7","29962578","29968874"
"LOC792443",6,24,12,0,0,0,26,0,5,25,0,4,0,19,0,"chr24","12954489","12958668"
"fbxo28",623,159,464,456,429,633,237,40,20,1765,1603,1463,1391,613,1758,"chr13","482806","491915"
"msrb1a",150,164,75,182,195,254,143,109,98,140,209,237,0,60,414,"chr3","18798431","18805297"
"immt",5586,6921,5405,9453,8683,13056,4116,2599,2555,9067,8168,8438,7662,7308,11580,"chr14","16093949","16123581"
"msrb1b",18,394,988,901,595,66,461,301,477,1288,1030,732,532,579,811,"chr12","18529311","18531943"
"prss35",443,415,475,938,429,1001,465,164,207,1437,957,1474,689,553,728,"chr16_KZ115502v1_alt|chr16","13326|32995971","22206|33004851"
"filip1l",3679,4486,5615,16203,10993,16406,2012,2675,1316,4837,6971,4979,8974,9337,11610,"chr11","44280060","44413137"
"rgl1",101,99,134,209,438,212,126,76,59,648,645,476,185,271,519,"chr8","19283143","19342111"
"oct2",4,0,11,0,14,0,0,0,0,3,16,16,0,0,0,"chr17","6331802","6348758"
"sun1",2709,2449,5632,5621,7010,9715,2605,1058,1233,9447,8660,7392,6786,3759,9743,"chr3","13190028","13258898"
"si:ch73-252i11.1",90,71,119,99,145,231,191,21,111,552,284,462,0,0,352,"chr4","269443","277078"
"shroom3",17,12,46,0,4,0,17,29,8,96,114,76,0,61,53,"chr21","5704393","5826422"
"vil1",35,0,0,137,12,0,32,0,0,64,32,20,0,65,60,"chr9","44910770","44948469"
"mtx3",499,280,640,543,531,551,302,68,205,1082,940,920,286,536,733,"chr5","51885258","51902935"
"mtx2",2769,2864,2950,3559,3778,3657,1887,779,1343,5766,6604,6228,2340,2094,4624,"chr6","10871731","10879963"
"zgc:173552",0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,"chr25","36311295","36312970"
"hdr",12,0,8,63,0,0,50,0,0,159,90,12,0,0,0,"chr5","27404946","27415055"
"gcna",383,30,52,142,84,1037,264,46,149,141,77,60,179,73,156,"chr14","14667274","14687004"
"nlgn2a",408,275,409,546,707,980,267,40,103,2367,2430,1861,677,305,1242,"chr7","21944762","22132265"
"nlgn2b",111,82,152,144,431,148,36,8,24,1001,1207,1079,203,133,788,"chr10_KZ115320v1_alt|chr10","158079|22382026","252632|22478129"
"hyi",630,601,611,1424,854,1006,515,214,424,886,1049,526,1237,714,880,"chr6","2619891","2627488"
"acbd3",1331,1058,1589,1486,2289,2471,807,477,576,3523,3681,2344,1435,1353,2842,"chr20","30702528","30721862"
"napab",129,129,181,68,76,184,306,8,136,346,205,171,178,33,128,"chr18","44673996","44696810"
"napaa",60,35,88,20,139,0,46,21,56,692,334,285,140,0,212,"chr5","61932734","61942469"
"acbd7",1780,1964,1577,2044,1883,1909,2100,1087,1786,4287,2872,2392,1696,1008,1898,"chr16","28596555","28599328"
"acbd6",298,269,196,241,340,218,185,148,129,727,532,491,302,231,400,"chr8","14381272","14441809"
"acbd4",926,1299,1006,2026,1503,2277,617,588,435,1267,1208,874,977,917,1316,"chr12","15568761","15620090"
"bet1l",546,458,462,595,468,658,446,148,269,901,1182,850,591,475,359,"chr25","7667632","7670642"
"aldh9a1b",336,406,411,1241,850,1520,486,100,265,939,1052,771,1475,884,1099,"chr2","6067371","6092062"
"mespab",22,4,0,0,0,0,0,0,0,9,0,0,0,0,0,"chr25","11015406","11016675"
"zdbf2",1814,2391,2697,3083,2071,2616,2431,1423,1232,2529,2717,1931,2267,1629,2712,"chr6","13189563","13200585"
"bnip3lb",882,593,1064,1156,1233,780,1363,107,413,5050,3787,2358,680,612,2166,"chr10","18911174","18935946"
"fbxo40.1",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,"chr21|chr21_KZ115628v1_alt","22726759|149475","22730832|153548"
"zgc:172282",683,810,839,1146,1545,898,513,599,673,2056,2143,1815,784,617,1337,"chr15","13107346","13253724"
"zbtb16a",259,102,199,422,549,506,100,164,176,1998,2114,1855,713,612,1046,"chr21","23163996","23307768"
"med10",60,98,76,88,0,0,63,40,136,162,43,92,253,0,89,"chr19","27970362","27974152"
"med11",496,499,676,857,774,511,457,201,459,1023,793,604,640,218,785,"chr10","22912251","22916111"
"med12",255,127,174,651,201,486,93,96,76,194,243,216,263,330,404,"chr14_KZ114939v1_alt|chr14|chr14_KZ115444v1_alt","74843|23593991|170926","160007|23679155|256090"
"med14",2412,2058,3307,5059,4695,7706,1892,813,997,3589,4666,3671,4152,3178,5316,"chr9","34397843","34424014"
"med15",2650,2995,3110,7299,4667,6278,2252,1820,1687,3231,3804,3349,4706,4214,5603,"chr21","18929319","18946541"
"btbd3a",28,16,159,63,43,63,38,16,36,516,637,275,132,0,64,"chr1","51191051","51197601"
"med17",1687,1899,1414,5978,3230,8095,1791,1912,1356,2067,3026,2838,7297,7028,6312,"chr15","436776","447971"
"med18",464,504,373,1534,1113,1623,371,393,415,763,621,858,872,1639,2018,"chr16","7376471","7379275"
"cbln2a",1383,980,1357,822,546,648,659,419,262,5261,4891,1335,818,335,518,"chr2","30458676","30460369"
"phc2a",761,580,1129,934,1183,1532,518,358,328,1241,1383,1124,1056,1160,1924,"chr23","22063494","22130778"
"phc2b",2158,2082,2480,5714,2655,5697,903,412,533,3212,3577,3343,2683,2609,6245,"chr6","48154954","48199276"
"cbln2b",2092,2232,2280,4118,3526,2854,1537,1242,1357,5911,5590,4734,2409,2222,6024,"chr24","15645459","15648006"
"lhcgr",0,4,5,0,0,0,8,0,0,59,21,8,0,0,0,"chr13","47573473","47618847"
"akr7a3",1909,1149,1125,2319,1330,2444,1189,644,745,1157,1274,1404,1391,1142,1953,"chr11","41838801","41846060"
"vasna",30,17,6,0,24,0,19,0,6,66,106,42,0,0,56,"chr22_KZ115648v1_alt|chr22","76028|25814941","107040|25845945"
"ift57",623,829,584,781,1102,1952,586,561,407,712,860,1008,1758,1280,1664,"chr2","42200413","42210483"
"vasnb",55,7,4,8,160,72,80,0,33,34,125,58,0,0,72,"chr3","12440099","12487576"
"cdkn2aip",286,78,209,412,238,375,78,36,28,371,539,487,289,234,208,"chr7","52949976","52958723"
"ppm1ba",359,501,548,839,769,1530,331,413,214,2328,1682,1521,555,695,861,"chr13","10683850","10727550"
"meis3",474,414,470,753,635,1251,232,48,192,712,1134,784,1311,598,630,"chr15","6838071","6863317"
"abo",0,0,8,0,0,0,0,0,0,17,0,0,0,0,0,"chr5","25025053","25037454"
"med19b",2401,2029,2160,4917,3001,5565,1740,1535,1674,2786,2958,2729,4500,3156,3928,"chr1","44582369","44591486"
"wwc3",252,336,261,314,460,656,204,35,132,423,445,509,1185,490,1219,"chr6","30491129","30592947"
"abr",3551,1630,3960,6080,8475,6794,1761,951,1239,12938,14116,12315,7488,2508,10101,"chr5","62374318","62644493"
"med19a",51,54,64,151,49,98,73,29,39,72,38,64,48,68,84,"chr14_KZ115441v1_alt|chr14","284222|22102203","290685|22108666"
"si:ch73-281n10.2",2166,2023,2528,2893,2495,3303,2047,1013,1502,4059,4951,3472,1682,771,2775,"chr15","5898410","5901542"
"zgc:173486",96,98,98,174,98,148,130,53,110,233,178,147,0,0,60,"chr22","1501619","1511311"
"anxa13",1415,695,944,1774,1182,952,1224,497,841,4659,5886,4975,1019,1099,4175,"chr24","6361958","6375698"
